time,signal,fit_total,peak_1,peak_2,peak_3,peak_4,peak_5,peak_6
0.0,-0.0140425535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0166666666666666,-0.009361702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0333333333333333,-0.004680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.0,4.957838855685897e-10,4.957838855685897e-10,0.0,0.0,0.0,0.0,0.0
0.3166666666666666,0.0,5.740483966429559e-10,5.740483966429559e-10,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.0,5.756191600369939e-10,5.756191600369939e-10,0.0,0.0,0.0,0.0,0.0
0.35,0.0,5.441839307759014e-10,5.441839307759014e-10,0.0,0.0,0.0,0.0,0.0
0.3666666666666666,0.0,4.981289969047149e-10,4.981289969047149e-10,0.0,0.0,0.0,0.0,0.0
0.3833333333333333,0.0,4.467592468238955e-10,4.467592468238955e-10,0.0,0.0,0.0,0.0,0.0
0.4,0.0,3.9508273225709895e-10,3.9508273225709895e-10,0.0,0.0,0.0,0.0,0.0
0.4166666666666667,0.0,3.4580010885267496e-10,3.4580010885267496e-10,0.0,0.0,0.0,0.0,0.0
0.4333333333333333,0.0,3.0029112052247507e-10,3.0029112052247507e-10,0.0,0.0,0.0,0.0,0.0
0.45,0.0,2.5915663926330213e-10,2.5915663926330213e-10,0.0,0.0,0.0,0.0,0.0
0.4666666666666667,0.0,2.225357479385581e-10,2.225357479385581e-10,0.0,0.0,0.0,0.0,0.0
0.4833333333333333,0.0,1.9029841438631592e-10,1.9029841438631592e-10,0.0,0.0,0.0,0.0,0.0
0.5,0.0,1.6216507467897912e-10,1.6216507467897912e-10,0.0,0.0,0.0,0.0,0.0
0.5166666666666667,0.0,1.3778145659538207e-10,1.3778145659538207e-10,0.0,0.0,0.0,0.0,0.0
0.5333333333333333,0.0,1.1676521599113883e-10,1.1676521599113883e-10,0.0,0.0,0.0,0.0,0.0
0.55,0.0,9.873450482595324e-11,9.873450482595324e-11,0.0,0.0,0.0,0.0,0.0
0.5666666666666667,0.0,8.332484710114704e-11,8.332484710114704e-11,0.0,0.0,0.0,0.0,0.0
0.5833333333333334,0.0,7.019843351224182e-11,7.019843351224182e-11,0.0,0.0,0.0,0.0,0.0
0.6,0.0,5.904852755547863e-11,5.904852755547863e-11,0.0,0.0,0.0,0.0,0.0
0.6166666666666667,0.0,4.960076484982044e-11,4.960076484982044e-11,0.0,0.0,0.0,0.0,0.0
0.6333333333333333,0.0,4.1612530508417153e-11,4.1612530508417153e-11,0.0,0.0,0.0,0.0,0.0
0.65,-0.004680851,3.4871202449423435e-11,3.4871202449423435e-11,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,-0.004680851,2.919178182052849e-11,2.919178182052849e-11,0.0,0.0,0.0,0.0,0.0
0.6833333333333333,-0.004680851,2.4414251321954822e-11,2.4414251321954822e-11,0.0,0.0,0.0,0.0,0.0
0.7,-0.004680851,2.0400879846048562e-11,2.0400879846048562e-11,0.0,0.0,0.0,0.0,0.0
0.7166666666666667,-0.004680851,1.703360889509664e-11,1.703360889509664e-11,0.0,0.0,0.0,0.0,0.0
0.7333333333333333,-0.004680851,1.4211600251021251e-11,1.4211600251021251e-11,0.0,0.0,0.0,0.0,0.0
0.75,-0.004680851,1.1848986924010916e-11,1.1848986924010916e-11,0.0,0.0,0.0,0.0,0.0
0.7666666666666667,-0.004680851,9.872844734060945e-12,9.872844734060945e-12,0.0,0.0,0.0,0.0,0.0
0.7833333333333333,-0.004680851,8.221386000264485e-12,8.221386000264485e-12,0.0,0.0,0.0,0.0,0.0
0.8,-0.009361702,6.842366966015364e-12,6.842366966015364e-12,0.0,0.0,0.0,0.0,0.0
0.8166666666666667,-0.009361702,5.691694850762106e-12,5.691694850762106e-12,0.0,0.0,0.0,0.0,0.0
